,Unnamed: 0,index,company,title,description,salary,tags,location,labels,link
41,110,10,Jing Lianwen,Project Manager,"Job Responsibilities: 1. Responsible for supervising the implementation of project management related systems, processes and standards, and timely correcting and improving them; 2. Evaluating and analyzing the needs of each project, and coordinating external resource needs; 4. Controlling the costs, team members and supplier resources of each project; 3. Schedule management: promoting project progress, timely and prudently handling major emergencies of the project, and ensuring that each project is carried out according to schedule; 4. Quality management: responsible for supervising the quality of each project; 5. Ensure that the project submits data in accordance with the construction period and quality standards agreed with the customer; 6. Customer relationship management: Conduct customer satisfaction surveys, analyze feedback results, and put forward improvement suggestions. Qualifications: 1. Priority is given to those with project management or team management experience 2. Bachelor degree or above, 12 years or more of work experience; 3. Priority is given to those with strong communication, organization, planning and management experience; 4. Certain project management experience, data or artificial intelligence industry experience is preferred; 5. Good at communication and coordination, strong sense of responsibility, and team awareness.",8-10K,"['杭州', '1-3年', '本科']","7th Floor, Building E1, Hangzhou Bay Information Port, Xiaoshan District, Hangzhou","['Data collection', 'Data annotation']",https://www.zhipin.com/job_detail/cd61fe4ba407177b1HB639u8GFBU.html
42,113,13,Jing Lianwen,Business Manager (GPT Direction),"Job responsibilities: 1. Responsible for the development and maintenance of the AI ​​data service industry, coordinate internal resources, and complete personal quarterly and annual goals; 2. Data collection and annotation sales, undertake sales indicators: 3. Real-time grasp of customer needs, provide customers with integrated solutions; 4. Do a good job in project collaboration, follow up on the entire process of the project, do a good job in serving KA customers, and continuously improve the value of customer cooperation; 5. Maintain good communication with various channels, accumulate industry contacts, and effectively implement and promote industry business plans. Qualifications 1. Bachelor degree or above, marketing, computer and other related majors; more than 2 years of sales experience, with work experience in data services, technology and other related industries preferred; 2. Familiar with business negotiation and consulting marketing methods and skills, through effective speeches and negotiations, can obtain business opportunities, win customer recognition and maintain long-term customer relationships; 3. Able to accept business trips, regular social activities, and love sales work; 4. Good at communication, strong learning ability, strong communication skills and stress resistance.",12-20K,"['杭州', '3-5年', '本科']","Hangzhou Xiaoshan District Hangzhou Jinglianwen Technology Co., Ltd. Information Port E-7","['Enterprise (To B)', 'Artificial Intelligence', 'Big Data', 'GPT']",https://www.zhipin.com/job_detail/499ccabb7e26d93d1HB42Nu0FFRS.html
43,116,16,Jing Lianwen,Project Assistant Intern,"(Foreign language and related majors are preferred, preferably minor language majors)I. Job Description:1. After receiving the customer's cooperation intention, understand the customer's project requirements in detail2. Be responsible for the receipt, distribution, recovery and submission of data, and ensure data security at each step3. Be responsible for daily work in project progress4. Submit project reports, project results and logo documents on time, and monitor project quality at any time5. Other work assigned by the department manager6. Working hours: 9 am to 6 pm, two days off, statutory holidaysII. Job Requirements:1. Proficient in any foreign language, with the ability to read, write, listen and speak a foreign language, full-time undergraduate degree or above (foreign language majors are preferred, college or above with more than two years of work experience is also acceptable)2. Good writing foundation, familiar with office, word, excel, ppt3. Cheerful and outgoing personality, can learn and ask more at work; good at communicating with people, have strong communication skills, and can understand project requirements well4. Familiar with project management processes, have strong project monitoring capabilities; have a strong sense of responsibility and professionalism, and can withstand greater work pressure5. Have a driver's license",120-170元/天,"['杭州', '5天/周 3个月', '本科']","Block E, Hangzhou Bay Information Port, Xiaoshan District, Hangzhou","['Project Assistant', 'IT Project Management', 'Foreign Languages']",https://www.zhipin.com/job_detail/c57a8818e1446b001nR-3ty_FVtQ.html
44,118,18,Jing Lianwen,Business Manager (GPT Direction),"Job responsibilities: 1. Responsible for the development and maintenance of the AI ​​data service industry, coordinate internal resources, and complete personal quarterly and annual goals; 2. Data collection and annotation sales, undertake sales targets: 3. Real-time grasp of customer needs, provide customers with integrated solutions; 4. Do a good job in project collaboration, follow up on the entire process of the project, do a good job in serving KA customers, and continuously improve the value of customer cooperation; 5. Maintain good communication with various channels, accumulate industry contacts, and effectively implement and promote industry business plans. Qualifications 1. Bachelor degree or above, marketing, computer and other related majors; more than 2 years of sales experience, with work experience in data services, technology and other related industries preferred; 2. Familiar with business negotiation and consulting marketing methods and skills, through effective speeches and negotiations, can obtain business opportunities, win customer recognition and maintain long-term customer relationships; 3. Able to accept short-term business trips, regular social activities, and love sales work; 4. Good at communication, strong learning ability, strong communication skills and stress resistance.",12-20K,"['深圳', '3-5年', '本科']","Room 509, East Tower, Coastal Building, Nanshan District, Shenzhen","['Enterprise (To B)', 'Artificial Intelligence', 'Big Data', 'GPT']",https://www.zhipin.com/job_detail/7d15ac19604aba7c1HB42Nu6GFVV.html
45,120,0,Shanghai Aishu,Channel Manager,"Job Responsibilities1. Based on the sales strategy of deep cultivation of the industry, customer management, and ecological win-win, combined with regional market characteristics and industry strategies, plan and develop a diverse partner network, and be responsible for the signing and operating quality of regional partners;2. Combined with industry customer strategies, pull together the customer management cooperation between the industry sales team and industry partners, and be responsible for the overall cooperation performance output of partners3. Continuously empower partners, implement a complete GTM empowerment system of sales tool empowerment, business opportunity empowerment, and joint order empowerment, enhance partner capabilities, and realize partners' independent sales and services in the commercial market4. Responsible for the business success of the commercial marketManage the brand and reputation of the regional market, and achieve customer satisfaction through customer Customer salon, partner salon and other market activities continue to deliver AiShu product solutions, activate customers and partners, and ensure the healthy development of the regional market. Recruitment requirements: 1. Bachelor degree or above, more than 5 years of experience in customer sales, partner or channel management 2. Able to independently carry out partner signing planning, development, and continuous management work; 3. Not only have customer-oriented sales experience, but more importantly, can guide partners to independently complete business opportunity mining and customer management: 4. Under 30 years old, focus on partner managers with strong execution, strong learning ability, and high professional literacy. Over 30 years old need to have partner network planning and partner management plan formulation and execution capabilities.",20-28K,"['杭州', '5-10年', '本科']","Room 707, Building G, Huanglong Vanke Center, Xihu District, Hangzhou","['Channel relationship maintenance', 'Channel/institutional customer development', 'Agency system establishment', 'Software/SaaS', 'Strong channel development capabilities', 'Offline channel sales experience', 'Strong market analysis capabilities', 'TOB']",https://www.zhipin.com/job_detail/6ea00e8a621edc291Hd73dq9FFFR.html
46,123,3,Shanghai Aishu,Senior C++ Development Engineer,"Job Description: Responsible for participating in the design and development of storage systems. As an important member of the team, you will work with the team to research, develop and optimize high-performance storage solutions to meet the needs of the company's business development. Main responsibilities: 1. Participate in the design and development of storage systems to achieve high-performance and high-reliability storage solutions; 2. Optimize the performance of storage systems, improve storage efficiency, and ensure data stability and security; 3. Track the latest technological trends in the storage field, propose innovative solutions, and promote continuous improvement and upgrading of products; 4. Write relevant technical documents, maintain good communication and cooperation with team members, and ensure the smooth progress of the project; Job requirements: 1. Bachelor degree or above in computer-related majors, more than 5 years of C++ programming experience, and relevant project experience in the storage field; 2. Proficient in C++ programming language, familiar with object-oriented programming ideas, familiar with commonly used data structures and algorithms, and have good programming habits; 3. Have a deep understanding of storage systems, file systems, databases, etc., and have relevant practical experience; 4. Familiar with Linux operating system and development environment, and understand network programming, multi-threaded programming and other related knowledge; 5. Have good problem analysis and problem-solving skills, have a passion for technology, and have the ability to continue learning and innovation; 6. Excellent teamwork and communication skills, able to bear work pressure, and have a high sense of responsibility and professionalism. Bonus points: 1. Experience in distributed storage systems, cloud storage systems and other related fields; 2. Familiarity with storage protocols such as NFS, SMB, POSIX, etc.; 3. Experience in actual projects such as performance tuning and troubleshooting;",25-50K,"['上海', '3-5年', '本科']","Shanghai Minhang District Aisu Group No. 50 Wantai Road, Minhang District","['C++', 'Linux development/deployment experience', 'distributed storage', 'ceph']",https://www.zhipin.com/job_detail/7ed045394e08c9fb1Hd-29u-GFZR.html
47,126,6,Shanghai Aishu,Senior Key Account Manager (Enterprise Industry),"Job Responsibilities: 1. Responsible for the sales work of large enterprises in Shanghai area, and complete the sales tasks according to the annual sales target set by the company; 2. Responsible for the market development of the company's products and solutions in the region, responsible for the operation of industry customers, in-depth understanding of customer business needs, helping customers complete digital transformation and achieve business success 3. Responsible for the feasibility analysis of key projects, organizing project exchanges and negotiations, and responsible for project bidding, contract signing, etc. after authorization by the company; Qualifications: 1. Bachelor degree or above, more than 8 years of sales experience, familiar with software product sales, and experience in enterprise industry operations; 2. Those with working backgrounds in international enterprise-level software companies, consulting companies, SaaS software manufacturers (field priority), large domestic IT manufacturers, artificial intelligence product manufacturers, digital transformation product manufacturers, etc. are preferred; 3. Have the ability to communicate business value and scenarios with senior customers, and have the ability to operate large projects; 4. Rich experience in large customer operations, long-term in-depth cultivation of core customers, decision chain analysis theory and experience in conquering, familiar with the trend of digital transformation in the industry; 5. Have certain process management experience, can conduct process management, find problems in sales data analysis and make improvements; those with relevant product experience in data elements, data governance, data middle platform, data intelligence, intelligent operation and maintenance, observability, etc. are preferred; 6. Be honest, responsible, and have a growth mindset. Position highlights: 1. Aisu was founded in 2006, with a global scale of more than 1,700 people and business in more than 40 countries and regions. The company has been included in Gartner reports for many years and has steadily improved its development. 2. Customers cover dozens of industries such as finance, high-end manufacturing, operators, government, medical care, education, etc., with business in more than 40 countries and regions, and have been recognized by more than 27,000 customers. 3. Flat management + people-oriented 4. Based in Shanghai",30-60K,"['上海', '5-10年', '本科']",Shanghai Minhang District Aisu Group Aisu,"['Software/SaaS', 'More business trips', 'More field work', 'B-end market development experience', 'Software/information service sales experience', 'Computer-related education', 'Business development ability', 'Business negotiation skills', 'New customer development', 'Collect and analyze market information', 'Customer relationship maintenance', 'Internet/technology']",https://www.zhipin.com/job_detail/8a20bb7c3f1f54d21HJ62ty5GVtQ.html
48,129,9,Shanghai Aishu,Senior Golang Development Engineer,"Job requirements: 1. Bachelor degree or above, computer software or related major, strong learning and logical thinking ability, rigorous work, more than 5 years of work experience 2. Good basic computer knowledge: data structure, computer network, computer operating system 3. Deeply understand object-oriented design principles and master common design patterns, proficient in microservice architecture design patterns 4. Proficient in golang or c++ programming language 5. Experience in using relational data and non-relational databases 6. Experience in developing file metadata storage systems for cloud disk servers is a plus Job responsibilities: 1. Participate in the architecture tuning and implementation of the file metadata storage system for the enterprise cloud disk server 2. Participate in the pre-research, design and application of relational databases and non-relational databases in business scenarios 3. Maintain the stability of the responsible module, be responsible for the development of new module functions, and handle related bugs and customer issues",25-40K,"['上海', '5-10年', '本科']","Shanghai Minhang District Aisu Group No. 50 Wantai Road, Minhang District","['Golang', 'Python', 'Kubernetes', 'Computer-related majors', 'gplang', 'Distributed storage']",https://www.zhipin.com/job_detail/38fc6bcfb76620231HF43tu_EFZW.html
49,132,12,Shanghai Aishu,Technical Engineer (Overseas),"Job Responsibilities: 1. Provide remote technical support for overseas customers, provide complex technical issues, emergency recovery support and guidance, and be able to deeply analyze and diagnose difficult problems; 2. Be responsible for overcoming key technical problems, and be able to provide professional technical support and solutions for major projects; 3. Be responsible for summarizing technical solutions and writing knowledge base technical documents. Job Requirements: 1. Bachelor degree or above in computer communications or related majors, English can be used as a working language, and those with overseas technical support experience are preferred; 2. Proficient in Linux operating system and common commands, more than 4 years of system operation and maintenance experience, and large data center background is preferred; 3. Proficient in mainstream databases in the industry (Oracle, SQLServer, MySQL) or virtualization (VMware, Openstack, Huawei Cloud Stack Platform, etc.); 4. Strong customer service and communication skills, able to handle internal and external communication and coordination in complex scenarios; 5. Familiar with incident emergency response, including analysis of security incidents, security incident tracing and evidence collection, and security incident handling experience are preferred; 6. Have strong self-motivation and learning ability, and can work with the team to overcome technical difficulties. (Time difference can be accepted, and those with overseas support experience are preferred)",12-20K,"['长沙', '5-10年', '本科']","28th Floor, No. 393, Jianxiang Road, Furong District, Changsha Shimao World Financial Center","['VMware', 'MySQL/Oracle', 'Computer/communication related major', 'IT technical support experience', 'After-sales support/customer response experience', 'Overseas technical support']",https://www.zhipin.com/job_detail/a7fe3cf3f7e72e821HJ-2dW0ElFZ.html
50,135,15,Shanghai Aishu,Financial industry sales + big data software products,"Job responsibilities: 1. Responsible for the expansion of financial banks, including promoting the company's products, services and solutions in the financial industry; 2. Clearly understand the key industry customers of large banks or head offices, and be able to establish project-based cooperative relationships with key customers; 3. Collect and organize relevant policies and information in the financial industry, and put forward suggestions for adjustments to products, services, sales strategies, etc.; 4. Combine project management experience to independently operate large projects. Job requirements: 1. Bachelor degree or above, with about 5 years of sales experience in the IT industry, mastering marketing theory and professional knowledge; 2. Have certain demand mining, industry expansion, key customer management, large project operation capabilities and practical experience; 3. Strong communication skills, clear work ideas, and efficient execution; 4. Have a good team spirit, have a certain degree of stress resistance, and can adapt to business trips within the region; 5. High-quality customer resources from large banks or head offices such as Hunan and Jilin Bank",18-30K,"['北京', '3-5年', '本科']","Room 803, Building C, Jintang Center, Fengtai District, Beijing","['Collect and analyze market information', 'Maintain customer relationships', 'Customized solutions', 'Internet/Technology', 'Software/SaaS', 'More field work', 'B-end market development experience', 'Software/informatization service sales experience', 'Computer-related education', 'Business development ability', 'Business negotiation skills', 'Deeply cultivate financial industry customers', 'Have customer management ability', 'Data intelligence product direction']",https://www.zhipin.com/job_detail/3fef3ea0480e45841HV929u_EVVZ.html
51,138,18,Shanghai Aishu,Large model algorithm engineer,"[Job Description] Responsible for the research and development and optimization of algorithms in the company's observability products, combine big model technology to improve the intelligence level of products, and provide efficient and intelligent observability services for operation, development and business teams. In-depth understanding of business scenarios and needs, continuous research and introduction of cutting-edge big model technology, and promote technological innovation and business applications of observability products. 1. Responsible for the design, development and maintenance of algorithm modules in observability products; 2. Research and apply big model technology (such as deep learning, natural language processing, etc.) to improve the intelligent analysis capabilities of products; 3. Cooperate with design, testing and other technical teams to continuously optimize algorithm performance and enhance user experience and business value; 4. Track the industry's algorithm application and big model technology development trends, and conduct technical pre-research and reserves; [Job Requirements] 1. Master degree or above in computer science, mathematics, statistics or related majors, more than 3 years of work experience in related fields; 2. Proficient in the principles and implementation of machine learning, deep learning and other algorithms, with big model training and Those with tuning experience are preferred; 3. Proficient in the implementation and optimization of cognitive intelligence technologies such as RAG and Agent; 4. Familiar with the application of related technologies such as natural language processing and time series analysis in the field of observability; 5. Have good programming skills and be proficient in at least one programming language such as Python and Golang; 6. Be passionate about solving challenging problems, have strong self-motivation and teamwork spirit; 7. Excellent problem analysis and problem-solving skills, and be passionate about solving challenging problems; 8. Have good English reading and writing skills, and be able to read and understand international cutting-edge technology literature and materials proficiently.",35-60K·13薪,"['上海', '5-10年', '硕士']","Shanghai Minhang District Aisu Group No. 50 Wantai Road, Minhang District","['Large Model Algorithm', 'Natural Language Processing Algorithm', 'Algorithm Engineering Experience', 'Published Excellent Algorithm-related Papers', 'Large Model', 'LLM']",https://www.zhipin.com/job_detail/af14aa20b395253c1HB63N-1F1FR.html
52,140,0,Zhixin Technology,Foreign translator - Spanish,"1. Assist superiors to complete translation-related tasks, including but not limited to document translation, conference translation, etc.; 2. Be responsible for translation and coordination between departments; 3. Analyze data reports, analyze problems, make suggestions and improve results based on data reports; 4. Other tasks assigned by superiors Qualifications: 1. Bachelor degree or above from a regular domestic college, Spanish major level 4 (B2) or above certificate; 2. Fluent in Spanish listening, speaking, reading and writing, proficient in computer office software; 3. Have strong analytical and problem-solving skills, a sense of responsibility and teamwork spirit; be proactive in work. Candidates with US visas are preferred",15-20K,"['北京', '3-5年', '本科']","Room 1209, Building A, Guorui Plaza, Daxing District, Beijing","['Internal translation position', 'Full-time', 'Office work', 'Business negotiation', 'Finance', 'DELE/SIELE C2', 'Spanish major', 'Work experience in Spanish-speaking countries', 'Accepting overseas assignments', 'Business matching']",https://www.zhipin.com/job_detail/4216d064a7e8cb0c1XFz0ti9E1BV.html
53,143,3,Zhixin Technology,"Overseas Finance - Models, Strategies","1. Responsible for the strategic process construction of overseas credit business, and real-time monitoring, optimization and iteration; 2. Responsible for overseas data mining, providing derived variables from data sources such as APP and SMS; 3. Responsible for overseas model development, launch and iteration;",30-40K·15薪,"['北京', '经验不限', '本科']","Room A-1209, Guorui Plaza, Daxing District, Beijing",['Risk control strategy and model'],https://www.zhipin.com/job_detail/bc1f20ccceba65221nx7392-EVtT.html
54,146,6,Zhixin Technology,C-end Product Manager,"Job Responsibilities: 1. Responsible for the C-end design of cash loan products, follow up on the C-end product interaction and process experience, and be responsible for process transformation, user experience and business output; 2. Optimize the transformation of each process of C-end products, pursue user experience, link each link to complete the optimal solution disassembly, and achieve the front-end product transformation and experience goals; 3. Combined with the established goals, optimize product functions and user experience through data analysis, user surveys and other methods to stimulate business development; 4. Organize and coordinate interaction, R&D, testing and other resources to ensure timely and high-quality delivery of products, and promote rapid product iteration; Job Requirements: 1. 1-3 years of experience in Internet front-end products, with credit product experience, well-known Internet companies Background is best; 2. Focus on user experience, take polishing user experience as their own responsibility, and be able to reasonably balance the relationship between experience details, cost, and data growth; 3. Highly sensitive to data, can quickly analyze data changes, and propose solutions and implement them based on the analysis results; 4. Have a growth mindset, be able to discover key problems with growth as the goal, and communicate, coordinate, and promote project implementation; 5. Strong self-motivation, coordinate resources to grasp the rhythm of project launch, overcome difficulties and get results; Bonus points: Experience in the following industries: Internet finance, those with overseas study or work experience, or those who are good at foreign languages ​​such as English or Spanish will be given priority; Bonus points for experience in the following industries: Internet finance",11-12K,"['北京', '3-5年', '本科']","Room 1209, Building A, Guorui Plaza, Daxing District, Beijing","['Data products', 'C-end products', 'Front-end products', 'Market research', 'User research', 'User growth', 'Data analysis']",https://www.zhipin.com/job_detail/a9a645ebaf72f78e1XZz3NW9ElNX.html
55,149,9,Zhixin Technology,Minority Language Data Annotation - Arabic,"Job Responsibilities 1. Responsible for the annotation of the company's related Arabic text data 2. Combined with the annotation needs, organize and improve the annotation rules and annotation methods. Job Requirements: 1. Full-time undergraduate degree or above, fresh graduates are all welcome, including Arabic majors and Arabic certificates; 2. Chinese nationality, with study or life experience in Asia and Africa preferred; 2. Have solid language basic skills, fluent translation, and translation experience, among which bilingual ability is preferred; 3. Proficient in office software, such as word, excel and other tools; 4. Have a spirit of hard work and a certain ability to withstand pressure; 5. Work pragmatically, stable and down-to-earth, and have a strong sense of responsibility; 6. Work rigorously and meticulously, have quick thinking, and have excellent text comprehension and expression skills; 7. Have good communication skills and teamwork skills.",5-10K,"['北京', '经验不限', '本科']","Room 1209, Building A, Guorui Plaza, Daxing District, Beijing",['Proficient in this language'],https://www.zhipin.com/job_detail/7c7b511649af6ada1XB-3NS6E1dQ.html
56,152,12,Zhixin Technology,Minority Language Text Annotation - Spanish,"Job Responsibilities 1. Responsible for the annotation of the company's related Spanish text data 2. Combined with the annotation needs, organize and improve the annotation rules and annotation methods. Job Requirements: 1. Full-time undergraduate degree or above, fresh graduates are welcome, among which those who study Spanish and have Spanish Level 4 or Level 8 certificate, DELE B2 certificate, SIELE certification are preferred; 2. Chinese nationality, with study abroad or living experience in Spanish-speaking areas is preferred; 2. Have solid language basic skills, fluent translation, and translation experience, among which bilingual ability is preferred; 3. Proficient in office software, such as word, excel and other tools; 4. Have a spirit of hard work and a certain ability to withstand pressure; 5. Work pragmatically, stable and down-to-earth, and have a strong sense of responsibility; 6. Work rigorously and meticulously, have a quick mind, and have excellent text comprehension and expression skills; 7. Have good communication skills and teamwork skills.",7-12K·15薪,"['北京', '经验不限', '本科']","Room 1209, Building A, Guorui Plaza, Daxing District, Beijing",['Translation'],https://www.zhipin.com/job_detail/b53e30194ca17abb1Xd529m5E1ZW.html
57,155,15,Zhixin Technology,translate,1. Spanish translation; 2. Risk strategy warning and data analysis;,6-11K·15薪,"['北京', '1年以内', '学历不限']","Room A-1209, Guorui Plaza, Daxing District, Beijing","['Interpretation', 'Translation', 'Audio Translation', 'Full-time']",https://www.zhipin.com/job_detail/5dc8f12fdd4fb76c1XZz2dS0FFZZ.html
58,158,18,Zhixin Technology,Credit Product Manager,"Job Responsibilities: 1. Responsible for the APP design of financial credit products in Latin America, Europe, South Asia and Africa, follow up on the C-end product interaction and process experience, and be responsible for process transformation, user experience and business output; 2. Optimize the transformation of each process of C-end products, pursue user experience, link each link to complete the optimal solution disassembly, and achieve efficient transformation and experience goals; 3. Combined with the established goals, optimize product functions and user experience through data analysis, user research and other methods to stimulate business development; 4. Organize and coordinate interaction, R&D, testing, business and other resources to ensure timely and high-quality delivery of products, and promote rapid product iteration; Job Requirements: 1. 1-3 years of experience in working with Internet APP products, preferably with experience in overseas cash loan credit products and background in well-known Internet companies; 2. Focus on user experience, take it as your responsibility to polish the user experience, and be able to reasonably balance the relationship between experience details, cost, and data growth; 3. Highly sensitive to data, able to quickly analyze data changes, and propose solutions and implement them based on the analysis results; 4. Possess a growth mindset, be able to discover key problems with growth as the goal, and communicate, coordinate, and promote project implementation; 5. [This is extremely important] Strong self-motivation, coordinate resources to grasp the rhythm of project launch, and overcome difficulties to get results.",15-30K·14薪,"['北京', '1-3年', '本科']","Room 1209, Building A, Guorui Jinqi, Daxing District, Beijing","['Mobile products', 'C-end products', 'International students first', 'Domestic colleges first', 'UK and US international students', 'Australian and Canadian international students', 'European international students', 'Overseas top']",https://www.zhipin.com/job_detail/3713c10f2610e60e1HR639i_GVJY.html
